ili_related,symptoms,cid
False,['rhume'],bafyreiae4ab2hjie3d2orgk2niyyiw4hy22i57r7zf75hb2oh5nhvxsdya
False,"['rhume', 'grippe']",bafyreibqjhnbattbx6osy5gjyxdtoec5qsvbbj7c26uhxpmnemvkl2ybru
False,['rhume'],bafyreibtjr5ehkf2n74z4fku4rrbtrzdybjnj2r55qk44uddzo5jdvn67e
False,['rhume'],bafyreih7lnlo7wpfwcjj2gjv2wdqq6zwfkycjtvlaoadoplzrrpiat6gji
False,"['gros rhume', 'insomnies']",bafyreihmjyi7qajzhjnhgzrmoqm3owtadf7skqacilyyp3y4xmhmi6nhtu
False,['rhume'],bafyreiayvuea2jw6kfpty76yrzhoulhp55odb7dn54c6o5pfn2g27wxlye
False,"['gros rhume', 'peau du nez se décolle', 'pleine de morve']",bafyreiehubmjuyhchv2xk7fexx3iexpboh36g7ywjepm4vhaksd54buohq
False,"['rhume', 'toux']",bafyreidcvw7szx5uhgdqu6fxqg2zmuccppv3g57gbuhc34w2yfryoyw5ym
False,['rhume'],bafyreigcepxfbfhlqqufmbgcqobc7j5tfvsatsauekwuhjsfattbjhfgkm
True,"['courbaturée', 'frissons', 'rhume']",bafyreibqrichkmpw436se2amvu47y2axh6nybcgejy7lrynngyen3yhv5y
False,['rhume'],bafyreihwmwrfc65mlrhz7tvqhfwrax7zq53kavzcc2eerxqlhumisbhaam
False,['symptômes de rhume'],bafyreicftl7ezet2mm54n2qlw3ljr7qy3j5exu4ahhwkwrruatwmku42r4
False,[],bafyreid5rnmr6kashqq7pwpvnckbtlgz44bnkr5xkovqy5nyk5he4cmdgi
False,[],bafyreicl5bd33zksximry5vrsvkdcssn53hx3hgxccpys4hwszilyu2bua
False,[],bafyreib24plw6ynw4rjzgcfvjb4mkwbs7i7r7mtka5pfnerwk2zgofn6je
False,"['infection pulmonaire', 'rhume classique']",bafyreidhctnnxwzxgucslrf6brlspmgpcxxpfi7au5mf6vwl335iedevl4
False,[],bafyreid4ko5tdhphjsxlkjsuw4vwjn4qdov44mahcnuybyyicktfpe6tb4
True,"['grippe', 'rhume', 'grippe']",bafyreigiwncie33t7oyymwfu44nim7czfs35gzilqweyw3c3l2ii64d56y
False,[],bafyreigbllytgnkfvj5eeur4agsxto76t2vlp3tp7rp5fgfo6m5d4s7fem
False,"['rhume', 'nez bouché', 'sinus']",bafyreieuiey5n2fzuxmlv2lalwat5c4dahkxt7nyuvhkuwisprwxlqjtv4
False,[],bafyreida4rdy7jjqy4akw4q546ljouvcxgb47pfnakfqe4opjfiiepjhc4
False,[],bafyreiajjlzikqteyjrr4tmdr5iojmae4yvqnm2pcqh6qpye6hift7o6ne
False,"['nuque raide', 'douleur thoracique']",bafyreicxgbxgzewvbbsvtsbbojnu6rk3sdvl5nykhp4gzkk2cblxesq6zu
False,[],bafyreigvrad6jtxxf52a34vumxf2pnzyh2bttmmqxu5phc2yo5jmokbw5q
False,['rhume'],bafyreiacyh3evjducozcxh6azlvljt55diniyvqpzp2cyhq5neh2gnyym4
False,['rhume'],bafyreidhhb2saelcsnynbpw2awjg2pvg4xlqv46kwauo6nkyl4ozw6ahu4
False,"['rhume', 'grippe']",bafyreic7ugqfrp6r56ta3qcsxrbrhct3hufw7klxbfjrnvut4yuc5uf7fq
False,"['rhume', 'allergiques au pollen']",bafyreicnlypb7mln6srvdetethnl27kdeq2abxeopu7ardeegvuqzxps74
False,"['grippe', 'gastro', 'otite bilatérale', 'rhume', 'grosse fatigue', 'mal au crâne', ""grattage d'oreille""]",bafyreibsvbmk5uvn5abgvrm3xszqxvxdmh4sqny54lk3ho355nqca7atqy
False,['rhume'],bafyreieyck7tq2rto2mv5cqfgwvnpcnia6z6gz25ibtuayvjird7ugpk44
False,[],bafyreiftkrbowk73mzn6ces2x4lgywvsaf45nph3d2nukmktd3pqd3n57i
False,['rhume'],bafyreigonyazsdbfif3bic33b5qjesq2oh4kychzeiryzeyqxjdubvmfxm
False,[],bafyreihntibz6q3gtaiqauwlyllvpz7v4xairdechnlcygt227peznjiky
False,['rhume'],bafyreif3wkpglarul4u4xxpy25s43nfyqopmc2rqashxdqhjr7yhwknp5a
False,"['allergies', 'rhume']",bafyreidu27dtarewwfasidpdn5dbh2yzs64luwqdr356bscfpcggmaalcq
False,"['gorge', 'rhume']",bafyreifmgyrikp3kyqxrbwmdc5yigjvpnipazui4vdnhgmdox2or6ztzd4
False,['rhume'],bafyreihgpjnlulshsry4a75libd24g2rloki5vgo2iltx773dkdms7vmxy
False,"['courbatures', 'mal derrière une cuisse', 'mal au dos', 'nez rouge', 'nez qui coule']",bafyreidp6scj3eetv6e2wpi2rv6m4dmlhgiw7ev4ojht5wo2su22jqdsk4
False,[],bafyreibjgl7aspya5euhpqivobk5wbodp4fv5h537pzwnktj6dgi6bgfvi
False,['rhume'],bafyreiatciti2jdijfqsi37ckxuxjlximy4h3cgb7tufsfbklkvy5muk7u
False,"['rhume', 'éternue']",bafyreialb3uz2cz5ttyfmitad6ksupaejxe45kf74ysrp57kqgz5efmdm4
False,['rhume'],bafyreidf4acbn2k2lwzqj3fjp73xyc3huoetghspnqdxz4d5bodpuswtdq
False,"['rhume', 'mucus epais', 'ganglions']",bafyreiheldxnrujysfzmpzqst4mujik6sp2vqibnzvtflqtz7esnusaena
False,['rhume'],bafyreigds6yxtcbe6z4owjw7f4tl6vlqa6iq7qbiwsoop3lhuvbtcofrxy
False,[],bafyreifs5cqsyzkikljxlnqgu6ayrsjkilvozwcg3uv2ytz2wksl7vv7iq
False,['rhume'],bafyreigqxmdujzz2gxjhrbt4jjzetrzzc5fsusxutgwwtkv7wctl4bdaii
False,"['rhume', 'asthme', 'eczéma', 'allergies']",bafyreie2h6zpg3csc5tfcdf6lfttqj252pinfp46eg2fjjmn5l3lotesma
False,"['allergiques aux pollens', 'rhume des foins']",bafyreifxo2mmkg4ury7z4iqzaitbyyks4vsaqzxllpn6dfu4myt3ztesra
False,['rhume'],bafyreicdxialebyovzw53yysnyrgh5kkkbt4bepyfe2kvfbo5inx2v3n5u
False,['rhume'],bafyreig2wfyooiwkocrl4feyx36tvteanx2xfrwmjptyyxsf6ziyyzyin4
False,[],bafyreihh54yuuiqm6w3pxihbp6m2m64m6cfzjifq535umtyyemvfm5deka
False,"['voix en vrac', 'rhume']",bafyreifd366jb5c7yongkjo6iobqtpl6t3kqutpkj5nszu3xcsmqkbbv5e
False,['rhume'],bafyreidlbh7wqfcoez4dthmullbfk3prizgms4xquyyzp7udxcowtmxo6m
False,['rhume'],bafyreibez5qpgfrzbxjukyqmnq4q7lokr46d4agyv6tvdlilpuoajhexui
False,['rhume'],bafyreiawi7durz4ikfu3qfptpvr4jne5n4crmqxvajhblpix7gkhubeqae
False,[],bafyreid74f43qrynrjxrdcch52y2jaj6iuxlalj3dvxzh45gj763xrgade
False,[],bafyreies3tpwtpud7lxq4lg6x2a42k2pbtvw752k7xvubjnmwyr76kmjly
False,[],bafyreic5szndq3t4lpbgacnz3icpqfpzvqxrn4knvegoirrj2blzi6fusq
False,[],bafyreih4nec2fpohfylilwitmfy5zvsolbqyuh6ett7qhopjdevzcsmala
False,['toux'],bafyreiei5gpqrlr6jdcn746bekhwxgdb6loplvzibnzbyiypgz2yj5iani
False,['symptômes de rhume'],bafyreid2sn7ip4zmyocdnvzxnb7tlohev3kzwbubhuzlw2o5tm3yt62br4
False,"['affaibli', 'rhume', 'grippe']",bafyreid7duilaprktmyfgojh3n3bceuflseffblitdij6rh4iavqhwa3re
False,[],bafyreid65swbi3b3mvv2ns2k6i7caqyifpd75uldn7av76f6pflwl6hjiu
False,['rhume'],bafyreieb7xx4yynv7xp6xwmzcmyy2dpj6xdk3vovorofxpdwwkkib75cym
False,[],bafyreicxkrf5nydqron7pgq3w7dpttsv3uj364jktdf6h6ay5dq44a5y2e
False,['rhume'],bafyreiaq7jeso27je2rhz7lvuzt3dwswmdw5ocnq7kxk4figp4xvocksly
False,['rhume'],bafyreiaw26a7kw4hjgmnwfwcwkjgr4wwjesu4vjoo63byhjszctppauq6e
False,['gastro'],bafyreicon7hquxvv2orbskvtvfhby73nyzvfulzgtfhwvn2jhdqbndanbe
False,[],bafyreicmmpwuagambg5nprsa645xikgvfhuym5ptripobz3ltcjts5jyfu
False,['rhume'],bafyreieqfwc3nwzsb6drk4ni26kcyhjeruwdj52ja4kegihljhde7f75za
False,['symptômes de rhume'],bafyreia5kkse7atwwelnjhvmkn5jkufijbspkdvix7yuyy7ctcl5n3bxj4
False,[],bafyreic7grzigseqivqg7lft2zkamg4ildhubfpevxgwfaiu7evxezoyy4
False,['rhume carabiné'],bafyreic5vj3qvjesb4o2gwembyky75fe2eemyi2nfc5wrlf4xezbznxozy
False,[],bafyreihmwseq3fp3vl7av56bdp6stvflps6mpfbdjvura7z7wja6rcrsfe
False,"['rhume', 'rhinopharyngite', 'laryngite', 'pharyngite']",bafyreia3bxmvtpivq6jbwqujkz5zr66eoabnv525c4pqwxkn3ipvahx5va
False,"['gorge rouge', 'nez bouché']",bafyreicufsqoukrhzv7ksobyavulqstixacefotlusna6pjfw4ckbzdkyi
False,['rhume'],bafyreidxxkodekunnhzwfvku4l32jtpkgkhhz64gbt372fgoxmjjwn54ya
False,['rhume'],bafyreibs4sz4u5uvof534v3zvlvv3rvl5kk7hncqshlcha2gqbyniu7x3u
False,"['rhinite', 'rhume', 'allergie']",bafyreieyym653fb6fhunyrp7jht2ve552f6dlnkbmvj4obvcs3yjrw2cce
False,"['rhume', 'mal de tête', 'fatigue']",bafyreib6c4xlsuc55577fyv5wcz27hxe3aq56ixpnxzzmquarwzbteldm4
False,['rhume'],bafyreibjmqr3tp563ii7qv3v2rawc4oej2ntxt5mb6wcovlgyqncv53xwi
False,"['toux', 'sinusite', 'rhume']",bafyreihjkf2r6dsy5xemgzdu6i2jhryyynk3326763w7keavvfdxlods7y
False,"['grippe', 'rougeole', 'rhume']",bafyreia6gpg5vn2lsgq35l53mribv4zewhsvisbk5j77ijefpjyqos6wdi
False,"['toux', 'fatigue']",bafyreidqmubmti5sl2trsz42autnvkiytt7w6sgvo22kn4banrzgmqo7n4
False,['rhume'],bafyreidjc27kwhhax4czjtuwqp4ckercksiaol3igyihuhswsatef4dtgu
False,['rhume'],bafyreidck53kchn4zdi2ybo4zs5hlpqat24fnofkkobfhqjiaw3xw2a7k4
False,['rhume'],bafyreided3icvomdafb3dqidr6avqkpgim3oau2yyweyjgonkzotbx62t4
False,['rhume'],bafyreigjhqnr3u46hbitwy7tlhgy65osm36owkvjb37wn7cywnhtour4ka
False,['rhume'],bafyreihftdvn3jxlm3vhmcmpkr6csh23ax6gch4kdsjeyit6f6zbnuvlje
False,[],bafyreigtrb76rwpto7hff4w3uztj5gwgfubhlxp35twofbqxxoqzkfjzcu
False,['rhume symptomatique'],bafyreiazsoubmka5dyncoutxri5jqnamfcbaiq6cxmra5iooffox4dj7hm
False,['rhume'],bafyreic26yhik327vh7v2sc4oqe6lbjvph6ckqwiiuq4lh3sqk3xamwggu
True,"['rhume', 'état grippal', 'mal de tête']",bafyreiazbgcs2bkuent3uji7i2ynnjowl76x36joeim2btr6y6ejwnfwhu
False,['rhume'],bafyreifynujikfg2gyiatogo6qheea7ocfwe7qg4kemkkr4u4qodopysby
False,"['rhume', 'nez tout irrité']",bafyreiggoqlhbowprogeaa444czycsg5coo6ki2v5ze5eqficyvhczbbvy
False,['toux'],bafyreieklei3xw557tfd3frnvkffksfjuhsmygvjdgzxhblv5hjnekkgtq
False,"['rhume', 'saigner le nez']",bafyreif24m3ubydic33euced6f3madgs4f7bqnm2jcfgux5egmqseuufdq
False,['rhume'],bafyreibkin25zoaeydwqm7f2qnzg2xchmcoafym5jczp4jguet5awl277m
False,"['cough', 'rhume']",bafyreiaermoj5kjqezbntefslgfvmylbda5wdstsq2wrvrvvb2afq6zmfq
False,['rhume'],bafyreicgyiqq3qa3sgp5reheyol5wn4gs3qj7bsijezoqtpxh5nownhvwy
False,['rhume'],bafyreihsi4qmpk2k2itbmvrbddppmg37ij4vdbxwt6lglulxi6g6szlleu
False,['rhume'],bafyreidy2a4m2phfw5z3dpstrr5okhrafsnrwuxqvsy6rdhofmqio4qg6a
False,['rhume'],bafyreicz755jvq6qkiamxivhefhbna4xbf7b3ucwpyy26ajsfu4xreojtm
False,['rhume'],bafyreidq242imsc4xdxxyssbzkwo7ucvgcvsrtwpd6rmpobyrhj5degqee
False,[],bafyreicjhjuh23ce23ydpumpkvvpfuuxb4ps6cbv4u3b5eufuttuwkwfea
False,[],bafyreig6dpeu46k5q77ecyz7eufafjt64rl4zqebuzuztwmkx3iiybgqou
False,['gros rhume'],bafyreidoin6fofkb7hz6lr367n4a4lfqhoxvxx5ut6z3bq7asikedxqjme
False,"['grippe', 'rhume']",bafyreidalproivy4lbgtgmqh6y5phgpefwu4m5rmmnoc7losxurnlxqpjm
False,['rhume'],bafyreigpsbhbuisvhbnapu5gwd76glipqsq37jza4pcue44qt6okwicdqu
False,['rhume'],bafyreibhfbgj2udywp3z4nq76r4j75mp3575u54blg7kuvrxaucd7wcjem
False,['rhume'],bafyreicnzd5jef3rstfxuv73vzt6ng5cihsqjzrvxo4zpttjuedhl4dmge
False,"['rhume', 'sinusite', 'douleurs dans tout un côté de la face', 'sinus qui gonflent', 'rage de dents']",bafyreic3gxn2jficfnywze5ad4b6w5znrzpswr25vcltnj3k4foqarqjvy
False,['rhume'],bafyreicrmfn32w3dtlirujtq7meghgorh2jhtoyymnbtgnlib34et7tpwa
False,"['Nez qui coule', 'perte d’odorat']",bafyreigynkp6azz5maskfc5p5zgs3bkvr7aea6d6nuchzdd2n7micl4ara
False,"['rhume', 'insomnie']",bafyreifohbwiadyh5zmslph6qflt2lc4dffqyww4nfi7y3443t7hbetvwi
False,[],bafyreid4mshsb4lnnsbuydxic2mbkaux5l7vyrw76rvgawdnittdezwsi4
False,[],bafyreifzdh3zq5l2vbx7ixkopoh5ftilct3knlsa7lcf6ty7q26jaddnvm
False,['rhume'],bafyreigyr37nnbqykpnz66exuaobc2mttcnhxaplzuaopgnlkw2osywyde
False,['rhume'],bafyreidpfsfxqxjfqgk7z4jiwp75yss5ilqvuupbit7fqhauqsljrtngsi
False,['rhume'],bafyreig5uykpua4qtxcm5hgru67o2hkjtfpx5hlzxnpisscegzoev2v6lq
False,['rhume'],bafyreia6x4oo23djwdrrqrd2nxeblu7zjvzktpgealnzzrb7b5rrytlmhu
True,"['rhume', 'mal de gorge', 'toux légère', 'fatigue respiratoire']",bafyreibugllua4aebs546l4fx43ank3mjh6dlpoowdcjpecpkt3jlv3l3e
False,['rhume'],bafyreid4q4r6qc5bwl4ts3uyryrnkz6lkey4kdsaqgbp5tc7ipv6h4vfvi
False,[],bafyreifyb7xknxyfp5dwn7m6omubrv2qmku5y2y47awcjqvqatybdvhyzi
False,[],bafyreigjpzko4av3s7checr6vw4slz4ehxipslqhe2tguiwgrt6g7ser6a
False,['rhume'],bafyreicewvuxsqlyk5acyt5g7hfhi7js2zlupjxejg325xof2xkfxf3o2e
False,"['rhume', 'éternue']",bafyreic63zjdn2in4wewhhknhxrfkzyrpbwxxsmdy6muv4p3rxlbbnamhy
False,['Rhume'],bafyreiedbhzj3rovtpyzcjnzuxyc7fjcqlqamfyjgyhwj3c6hr4us2nzne
False,[],bafyreiaxfr4tx3ajpdq3ho35p7souqydbg2krdvybpyqcacpge2g6ddgs4
False,[],bafyreicomfs6vv35hu7nz73ea2rwg7cqdd6mmfdrcgekjt4yuy37ppnlyq
True,"['Fièvre', 'Fatigue', 'Rhume', 'Toux qui m’arrache le larynx et/ou trachée']",bafyreibstfd4kof7nzegs2mwa765xxg2pcm24g7qwixbnzrub62evywgwu
False,['rhume'],bafyreid3riixnh25y37c7ib42hfmo3kc3jqgve6t3upuxvachmz22lc3fy
False,['rhume'],bafyreifwvfdlo5fxxuv3lefarljs5zabndv3emmodo5wfyzz6hzfaohas4
False,[],bafyreib7ouubsdnbu5nmimuna43wdpkvvztfbrclnb2qlzx4oxrzexfv4i
False,[],bafyreiahrgrp7o2ql5twuaezf5vra4w2zjmpbndits57dx2pg7632nzbcu
False,['rhume'],bafyreifcxm2l26nzhj2r55553enr5v5eafxvr66wrr4qagq6ytfwgtnkj4
False,"['rhume', 'morve']",bafyreifhefrlq2eyy6q5wlozl75dw7lq246rl7gwc45gyex7qorjtobc5e
False,['rhume'],bafyreigkobzqihs6mgzyiamy57xm7a6fs5w5hvxl37pdxwkzkdi7zdllpm
False,"['fatigue', 'rhume', 'toux']",bafyreicgsxhmty4wvkk2zfto5rfj3nzy4xrzyebesg3gzfkxzr2mqpqkxa
False,[],bafyreicpe76plbk2lcvtefuqd46akmnqnqwljpjdxejtbxoavrojebo32i
False,"['rhume', 'toux']",bafyreihexme56xdzhobkhmylj3msgq6qnnqy6ss3y2oakzyejddqgsfrdy
False,"['allergie', 'rhume']",bafyreihsgz6a725aft6te2afiu4elkycfynbm3fgsjch6jj4c3bnq76uoa
False,['rhume'],bafyreicfqg3f5pxqvuv3vz6nn6ftpkin5qghvpbudebrbyzbdqjfwwt44i
False,[],bafyreihb44tblbijy2cm6xao7jhv2azhig7mkxjhb37avwjri7em44hzfe
True,['fièvre'],bafyreih4fru2mps4gkyhmmmmas3nz32knpkwocofy2jje2t7otb3bitlgi
False,"['gros rhume', 'grippe', 'nerveusement épuisé']",bafyreiepjltuo2xrn34wp2mttplmlfvkzb7pzlqyv5tdxammdyzxu65bby
False,"['courbatures', 'toux', 'rhume']",bafyreidmciaiumqflufvrdfzcm563vpr4nf47ryvdglwrxge556chh5ryy
False,['rhume'],bafyreieddoqyjztpdjz62qjxvwkluen2h3ltlhmreei5l64pfbmcr5w2ca
False,"['fatigue', 'rhume']",bafyreicomrc7pcy5ol6dsq4jnhiu6cpv3pn6v3lnzzdltuz2tchuxcpkia
False,[],bafyreih2qayjs6ku7deimu7nkflgfm424xqxlkrtxjjltsfa5wfxhxl6fa
False,['rhume'],bafyreicnyjkaltmonb4llkiy43ty5iubz5f4bugqivxdkpemae33wmzxzu
False,"['Malade', 'douleurs']",bafyreibd4sjzddlht4qnib4okbuvdrbnhl2672zj56laxqyrpf2mxjtoz4
False,['rhume'],bafyreicsqjoeqjcgypgc6gaql23fnxloi6yov3hmfe3uvcin6kjtivngjm
False,['Rhume'],bafyreifdtp3rb6mhv3n4supokiw2ojfl2pbyom7mdak7lmr63uid73lsay
False,['rhume'],bafyreihmypfybtukmsrvbjwp2usuipbaahl2jwcc4n4hrqrdxidsvyssty
False,['rhume'],bafyreid3xhd75pjmx5tiafmasfuo7uhsqmomtzg4kghms7lbkkdmydfdny
False,['symptôme de rhume'],bafyreid54zqtiljjtowae2xqprmqnrwgwabmraq3oqpvnhaxbkajkqm43q
False,"['rhume', 'tousse', 'mucus']",bafyreid6nzvtxvpzczjh2vylcef6tkfdnxjtm5xe4zak32rphsjqww3qra
False,[],bafyreigp4jtjwzdwq36isibqi5dfii4rtq64jtvfcuk4ckkuiht5k27kgy
False,['rhume'],bafyreigo5dlyfmfkanfnqj3tyw6hzvmy3q454qm2wg35iqembnyd5efzqe
False,"['Rhume', 'gastro']",bafyreiefjat5kdkv4iw4rumby2oqjo5un6k6ttpvtxfzt2ixm4uejuwdi4
False,['rhume'],bafyreiccdguq6tsge26l7y67n2bsvufulk2yylowqbreymquysd4kozboe
False,['rhume'],bafyreicvcekgkh6fgc3tn3n7t74pu2rttyye6l3vypiqopvdnxwkvv4ybi
False,['rhume'],bafyreidkgx5kfxshaj6ehuouqlbkg7qu3rvhoofdrze2f4yd62ovogi3a4
False,['rhume'],bafyreif4huvxlgcn5hjdxiwyzqi75jr4uizf4wm4yjc6v5ms2olr5lu4sy
False,['rhume'],bafyreickrix3x55tydzkvjcuh33o4qsytfwpyeezpvx3ab2mjxwaef65se
False,[],bafyreie5cl7rpq3fde5ljjmt4bgilx346mdevqekyltexw2myjaymrgqma
False,['rhume'],bafyreihuhrfdbsiurca2wd7q3tmdpps5rri6icqvwrn3yqj6hx5dyvn4ya
False,"['gastro', 'rhume']",bafyreidkkjkpuaydci3zxz7s3i56xbqwfgvrdd273b6m3nh4r6zzrdykui
False,['rhume'],bafyreifszfxnucrq7yovj66j2mekoa7ucnr4h7o3na2q5mjz4npkg6na6y
False,[],bafyreiepziquoohuuxpjloztgi72v7cyx7576dt3vod272bmpvlpzkwira
False,[],bafyreic2u4jztu26ei262r5j5nojvv74ebsoo77yyoicd65jgct7ylunea
False,['rhume'],bafyreid3avsismu465fvnboxeb7p2ogagxzvrbna3mhhjakkjo5xhnnugm
False,"['Mal de gorge', 'symptômes de rhume']",bafyreicu5hek5wyv7dbbtg72hos5ienyqvqqchabelm7nprihdtmtxp5eu
False,[],bafyreiafble35rzhkhuevxcok7qugnh3mnsuq4owdgg6qamljxwb7ekaoe
False,['rhume'],bafyreierzhwannailcaqbmcf5dlna2pw4amwprjjon3gjrjufhjobk3h5a
False,['rhume'],bafyreidgp25wioxd7w4thumuqt2a5xawhgdfjpt6weg37ci4fb6t34r564
False,"['toussé', 'Je mouche', 'rhinite allergique', 'rhume']",bafyreihwawkac57wrayqnaelnmfborujuk44kiii2u4yk7zczhebxu4ho4
False,[],bafyreigjyozut3itipzhz7dikiixh7pjvy2sopty424dt56bcnhp4sx4ee
False,"['rhume', 'nez']",bafyreigmrnkikg3e7gsh65ov7ilbkkszdtspflx2j2zts6b72hbdca672y
False,"['rhume', 'toussé']",bafyreienss3jjzjhtqca5trlapwvwmzs2m5crq5lnqbugj72zuh4n2sa2q
False,"['rhume', 'COVID']",bafyreien4b5isnlv6ztn5me7pe7bjmpnf5aspvknedvrakeqbo2dmwbwuq
False,[],bafyreib7cnw3k4ke7ptzeraecmfyexfumo5snko4wtokh2yal577iab3fi
False,"['migraine', 'rhume']",bafyreid3bv4qojalbk4u2kseq423fakdgthfhgokvwqkcvwoygzsgtev4u
False,['Rhume'],bafyreia3wv366hmeaii5lqqrs6dlboglsg7kdj3awkds232orgukc4f2rm
False,"['anosmie', 'rhume']",bafyreiamdhd22fvzxtq3pfgehvunfcqsw5yow6s5nvlc5ufqvwfntlg7qy
False,"['nez qui coule', 'sinusite']",bafyreiahlriv6t6vdfjhg4zmekija7anafovotgrscouppcqbvau2vhkey
False,['rhume'],bafyreiegyhueocipsxsf76opusj3wwp2ez4auhqce5tsezzxhctonsnm4m
False,['gros rhume'],bafyreibdojwq2fajca7tsv5tgg7ygyk2lkif3faf7o3an3ubrmvqoxsohi
False,[],bafyreibb4xtlv2b5nrennl35uemkrsk4stpensr7egb45xybanth62r4hu
False,['rhume'],bafyreieivgwvi5v6gpottxukqc434b5jz627f35oulmvt633dw4gkllxy4
False,"['gastro', 'rhume']",bafyreicdsgomrlmegskv5ioaec3vghs3xyktk6yazcnjgewhemsxnlhte4
False,"['rhume', ""rhume d'homme""]",bafyreihqwijqo3rslp5gthlrz4g3esjgxnpdcvvbwosrpuv23qkwezssf4
False,"['rhume', 'sinusite', ""impression que je vais m'effondrer""]",bafyreihegilu6lx56hiju5ucxa5f76iakmi66eqdiv3fjyg2yxtu5d3d6i
False,"[""rhume d'homme""]",bafyreiaefq7lejnf46bq3ghlzmvywwrby3ojbdqnclb6cuzr6bbgfvklni
False,[],bafyreictigh6cdttjw4rkpbuzmllsz2fssrckrv5ld6pwmff43kujrpwbu
False,[],bafyreiazqcrfdq3bzc2sjxqztec3jjdphdwhyawvvvpadliscrr3guhmju
False,[],bafyreiedy2tt3lru77equ24eljynyrjcqj25idknci6iy56dt4tc2zw5e4
False,['rhume'],bafyreie3suxzbuxbeavyb6qsteqkl3anvsghg362wjzycme7jx2xgcj5mq
False,"['toux', 'gorge', 'rhume']",bafyreiccnfw4ax3m2ampscnkewpeft6sdo5bw5cnzdpa75sbrduvbr6tiq
False,['rhume'],bafyreifx6m2ur67nqjtvlvq6zcquvb7dgrmg6gjsfsosrbjzwmrvz5r5oy
False,['rhume'],bafyreidtfzq7hfrqitcnsuoqwkvxz5skcmnkedhd3klfzf7pcnshjix3su
False,['dorsalgies'],bafyreiftljiqf5wlhbw5wp7bsrhdizjz373gcdtwwdg3hz7ocvtwbo7i7u
True,"['courbatures', 'Mal à la gorge', 'En sueur']",bafyreif7atwqciwq4gyg6vla2wpdijjvwbjk7etcsudgjbfnje5vohbmgu
False,['rhume'],bafyreifxzohxf2bo6aui42sejigp35m427akjeiegpvyrfqztlgkx7mqge
False,[],bafyreigsfcsi4arane3gfrqhcyvysuh33tdf43abvm4v6dwuhaibwfzqve
False,['rhume'],bafyreiedsezaww6wvyl3lcceajhtb2ea5g3p3yylrascsqf2tpd5qxdrky
False,['gros rhume'],bafyreifys6rorqyxtb5nwhix2tz6hbc3d2eg4qmu5gmjkujpuu3zigcupe
False,[],bafyreibba5iihlzqfh3fiyxx2hgvwpxiu4hsuzfrawd7aaqf2yjkof7qwm
False,['rhume'],bafyreiczrzwa3dcwz3ywtetb2ix5fbgqzacqsze2d7jzjgmkpxln5ljm7q
False,['rhume'],bafyreicn6s7zinxcrtgkibk6bh6lbqtrfhpkryo4ax34hpacnkqbyrme4u
False,[],bafyreicab3emg52zzjot3ruq4qevqrdextuq7lsqltjxtj6j3pu2ltj3py
False,[],bafyreifeg4o7jg7b5leetzz7zj2bmqx7ldpl5vejoexuqfhvt5umhbjgh4
False,[],bafyreiao75ipswecjeu6mpeiiyjwfhd2brttzdqsik45hdwua66ytmz4ue
False,['rhume'],bafyreid6offirktbm3rnr2wuf7iiz3zo25dafn6qcupekn2yws3ou2t2he
False,['rhume'],bafyreifgs5c5j6vaqqrtt6ywfo7kzd3ori7ccyzc2c2y63tceklmllcin4
False,['rhume'],bafyreibewblkjd72kmxtoj5fuy7ge4o7gggdszcat6fsilekxi3zcemydy
False,['rhume'],bafyreiaku3qxpmci7f7bispyhrrc3jhaar56y4m4isaok4oxfwwhs7nj4m
False,"['nez pris', 'toux', 'température']",bafyreicrqdotjcgxklnsy6tlqq5kceooc72azpmcp4hprvzfcscdnv3co4
False,['rhume'],bafyreibnlnmtz32hw5m3b5dhebu7qtdkgv7cilb76433v2gq4vjbt2z5ze
False,[],bafyreihmdpfewf5m2cpfehhycz2t6qr7x6ylwsk6gozuaa2gptxqu7x5ma
False,['rhume'],bafyreidk6azzx6ajypfdlddxnyw6lbt33zg5ouxrjoe2lljiqqimyvlpla
False,"['rhume', 'grippe']",bafyreihalfes3f4t7etsp7rh2wxmvxrls72nglubkcpjdoyxo6a7nrn2vq
False,['rhume'],bafyreihbfoqu56jgjyrpnisgz5r75h3hssxedpoltwlsq6gbpftg3p3smq
False,[],bafyreialskd7zl5je6wtkqhovsuqwny2ezpfl4yzm7balhnzlbizsayvpy
False,"['rhume', 'tousse']",bafyreich2bb6l26ktlg7utb566bhkumfuv2dmnqtpbdmvgabafyiyix6ky
False,['rhume'],bafyreihuzwrhmm5uedgfypnpfpw3kpcp7ticwksgz5gt6hubdnz7okzdzu
False,['rhume'],bafyreidfvkdcq6jzwo7gljzy5o5pb3agcr67ma6piucb3c6gj4obtxucqy
False,"['rhume', 'tousse']",bafyreiesaddn7ywnaj5varnvlusmbgolgmz6g7yzvf6i2nsih3a6pgdnu4
False,['rhume'],bafyreidkkdgs3zu7vwtsyazl2lst5kyoly7oitkmcauls3b4uf4pns2wuq
False,"['rhume', 'grippe']",bafyreid7dwbflggffa5b72yw4wlkcghevz5x36ann4icjce27f25kr5sse
False,"['rhume', 'fatigue']",bafyreidz5gbibofjw34d2xy2rolosycm3ihlm663vkxnzskwuoxm4wivgy
False,['rhume'],bafyreihimvzwp3s72k27vuzllg7nxxdirwbcpuxkcnhgd3v4aptwfkkfsa
